feature,importance
sentiment_num,0.18603554892209018
rol_leverage_7,0.1228493495851925
rol_leverage_14,0.11162433347314842
rol_trades_14,0.10665370262712678
rol_winrate_14,0.09890116428464155
rol_winrate_7,0.09874429517011375
rol_size_7,0.09826523449252605
rol_trades_7,0.09740641869043583
rol_pnl_7,0.07951995275472504
